question_id,module_id,module_title,question,answer,content_type,difficulty,applicable_roles,applicable_levels,applicable_regions,applicable_industries,library_refs,threat_refs,timeline_refs,leader_refs,algorithm_refs,migrate_refs,compliance_refs,deep_links,consistency_assertions,source_citations
data-asset-sensitivity-learn-001,data-asset-sensitivity,Data & Asset Sensitivity,What are the four tiers used in the data sensitivity classification model described in the module?,"The module defines a four-tier data sensitivity classification model consisting of Low, Medium, High, and Critical. This model is essential for categorizing organizational data assets to determine their protection requirements. It helps organizations prioritize which data needs immediate Post-Quantum Cryptography (PQC) migration based on its value and risk exposure.",learn,recall,architect;developer;ops,beginner;intermediate,Global,General,,,,,,,,/learn/data-asset-sensitivity,,Topics Covered: Four-tier data sensitivity classification model
data-asset-sensitivity-learn-002,data-asset-sensitivity,Data & Asset Sensitivity,Which specific PQC algorithms are mandated by CNSA 2.0 for key establishment and digital signatures?,CNSA 2.0 mandates the use of ML-KEM-1024 (FIPS 203) for key establishment and ML-DSA-87 (FIPS 204) for digital signatures. These algorithms are required for US National Security Systems as part of a phased rollout plan. The standard explicitly requires these specific module-lattice-based algorithms to replace classical cryptographic methods.,learn,recall,architect;developer;researcher,intermediate;advanced,USA,Government;Defense,FIPS 203;FIPS 204,,,,ML-DSA-87;ML-KEM-1024,,,/library?ref=FIPS%20203;/library?ref=FIPS%20204;/algorithms?highlight=ML-DSA-87;/algorithms?highlight=ML-KEM-1024;/learn/data-asset-sensitivity,library_ref:FIPS 203 EXISTS|library_ref:FIPS 204 EXISTS|algorithm:ML-DSA-87 IN algorithms_csv|algorithm:ML-KEM-1024 IN algorithms_csv,Compliance Mandates: CNSA 2.0
data-asset-sensitivity-learn-003,data-asset-sensitivity,Data & Asset Sensitivity,"What is the formula used to calculate the Harvest Now, Decrypt Later (HNDL) risk window?","The HNDL risk window is calculated using the formula: CRQC arrival year minus retention years. This calculation determines how long data remains vulnerable to future decryption by a Cryptographically Relevant Quantum Computer. If the result is positive, the data is currently at risk of being harvested for future decryption.",learn,recall,architect;researcher;ops,intermediate,Global,General,,,,,,,,/learn/data-asset-sensitivity,,Topics Covered: HNDL risk windows
data-asset-sensitivity-learn-004,data-asset-sensitivity,Data & Asset Sensitivity,Which NIST publication provides the six-step Risk Management Framework (RMF) process?,"NIST SP 800-37 provides the six-step Risk Management Framework process. The steps are Prepare, Categorize, Select, Implement, Assess, and Monitor. This framework is used to manage risk throughout the lifecycle of information systems.",learn,recall,architect;ops;executive,intermediate,USA,General,NIST SP 800-37,,,,,,NIST,/library?ref=NIST%20SP%20800-37;/learn/data-asset-sensitivity,library_ref:NIST SP 800-37 EXISTS|compliance_ref:NIST EXISTS,Topics Covered: NIST Risk Management Framework (RMF) SP 800-37
data-asset-sensitivity-learn-005,data-asset-sensitivity,Data & Asset Sensitivity,What are the five asset types included in the module's taxonomy?,"The module's asset type taxonomy includes data stores, key material, communications, credentials, and code artifacts. Identifying these specific types is crucial for creating a comprehensive inventory of cryptographic assets. Each type may have different sensitivity levels and migration priorities.",learn,recall,developer;ops;architect,beginner;intermediate,Global,General,,,,,,,,/learn/data-asset-sensitivity,,Topics Covered: Asset type taxonomy
data-asset-sensitivity-learn-006,data-asset-sensitivity,Data & Asset Sensitivity,What is the hard deadline for DORA compliance regarding ICT security policies?,"The Digital Operational Resilience Act (DORA) has a hard deadline of January 2025 for enforcing ICT security policies, including cryptographic controls. This regulation applies to financial entities such as banks, insurers, and investment firms within the EU. Compliance is mandatory by this date.",learn,recall,executive;architect;ops,intermediate,EU,Finance,,,,,,,DORA,/learn/data-asset-sensitivity,compliance_ref:DORA EXISTS,Compliance Mandates: DORA
data-asset-sensitivity-learn-007,data-asset-sensitivity,Data & Asset Sensitivity,"Why is the Harvest Now, Decrypt Later (HNDL) threat considered an immediate risk even if a CRQC does not exist yet?","The HNDL threat is immediate because adversaries are actively collecting encrypted data today to decrypt it later once a Cryptographically Relevant Quantum Computer becomes available. Data that must remain confidential beyond the estimated CRQC arrival year is already at risk of being harvested now. Therefore, protection measures must be implemented before the quantum computer exists.",learn,comprehension,executive;architect;curious,intermediate,Global,General,,,,,,,,/learn/data-asset-sensitivity,,Curious Summary: What This Is About
data-asset-sensitivity-learn-008,data-asset-sensitivity,Data & Asset Sensitivity,How does data retention period influence the urgency of PQC migration?,"Data retention period directly influences PQC migration urgency because any data that must remain confidential beyond the estimated CRQC arrival year is vulnerable to HNDL attacks. If a CRQC arrives in 2030, data retained past 2030 requires immediate protection. Shorter retention periods may allow for delayed migration if the data expires before quantum threats materialize.",learn,comprehension,architect;ops;executive,intermediate,Global,General,,,,,,,,/learn/data-asset-sensitivity,,Curious Summary: Why It Matters
data-asset-sensitivity-learn-009,data-asset-sensitivity,Data & Asset Sensitivity,What is the relationship between GDPR Article 32 and PQC adoption?,"GDPR Article 32 requires organizations to implement 'appropriate technical measures' including encryption to protect personal data. While it does not explicitly mandate PQC yet, evolving best practices mean PQC will become expected as the standard for state-of-the-art protection. Organizations must interpret this requirement in light of emerging quantum threats.",learn,comprehension,executive;architect;legal,intermediate,EU,General,,,,,,,GDPR,/learn/data-asset-sensitivity,compliance_ref:GDPR EXISTS,Compliance Mandates: GDPR
data-asset-sensitivity-learn-010,data-asset-sensitivity,Data & Asset Sensitivity,Why must key material like root CAs and HSM secrets always be classified as Critical?,Key material such as root Certificate Authorities (CAs) and Hardware Security Module (HSM) secrets must be classified as Critical because their compromise would undermine the security of all dependent systems. These assets are high-value targets for HNDL attacks due to their long-term validity and broad impact. Their classification ensures they receive the highest priority in PQC migration efforts.,learn,comprehension,architect;developer;ops,intermediate;advanced,Global,General,,,,,,,,/learn/data-asset-sensitivity,,Curious Summary: The Key Takeaway
