question_id,module_id,module_title,question,answer,content_type,difficulty,applicable_roles,applicable_levels,applicable_regions,applicable_industries,library_refs,threat_refs,timeline_refs,leader_refs,algorithm_refs,migrate_refs,compliance_refs,deep_links,consistency_assertions,source_citations
automotive-pqc-learn-001,automotive-pqc,Automotive PQC,Which two architectural models are described for modern vehicle electrical systems in the automotive PQC context?,"The module describes domain-based architecture, where separate ECUs handle specific domains like powertrain or ADAS, and zonal architecture, which uses high-performance central compute nodes (HPCs) to aggregate control from multiple physical zones. The ADAS zone is identified as the most security-critical domain in both architectures.",learn,recall,architect;developer,intermediate;advanced,Global,Automotive,,,,,,,,/learn/automotive-pqc,,RAG Summary: Vehicle electrical architecture evolution
automotive-pqc-learn-002,automotive-pqc,Automotive PQC,"What is the maximum payload size for CAN-FD buses, and how does this impact cryptographic implementation?","CAN-FD supports a payload of up to 64 bytes at speeds up to 8 Mbps. This larger capacity allows for AUTOSAR SecOC with increased MAC capacity compared to classic CAN, though it still relies on symmetric keys like AES-CMAC rather than asymmetric PQC signatures.",learn,recall,developer;architect,intermediate;advanced,Global,Automotive,,,,,,,,/learn/automotive-pqc,,RAG Summary: In-vehicle network buses
automotive-pqc-learn-003,automotive-pqc,Automotive PQC,Which specific PQC algorithm is recommended for signing sensor-to-HPC data from LiDAR operating at 100 Hz?,"ML-DSA-44 is the recommended algorithm for signing LiDAR point cloud data transmitted to the HPC. At a frequency of 100 Hz, this generates a signature size of 2,420 bytes, resulting in an overhead of approximately 242 KB/s.",learn,recall,developer;researcher,advanced,Global,Automotive,,,,,ML-DSA-44,,,/algorithms?highlight=ML-DSA-44;/learn/automotive-pqc,algorithm:ML-DSA-44 IN algorithms_csv,RAG Summary: Sensor data integrity for ADAS
automotive-pqc-learn-004,automotive-pqc,Automotive PQC,What are the three layers of the signing chain used in OTA software update architecture?,"The OTA signing chain consists of an OEM root CA using ML-DSA-87 (offline, HSM-protected), an ECU group signing CA using ML-DSA-65 (online, Tier-1-partitioned), and a delta/patch signing key using ML-DSA-44 for per-campaign updates.",learn,recall,architect;ops,advanced,Global,Automotive,,,,,ML-DSA-44;ML-DSA-65;ML-DSA-87,,,/algorithms?highlight=ML-DSA-44;/algorithms?highlight=ML-DSA-65;/algorithms?highlight=ML-DSA-87;/learn/automotive-pqc,algorithm:ML-DSA-44 IN algorithms_csv|algorithm:ML-DSA-65 IN algorithms_csv|algorithm:ML-DSA-87 IN algorithms_csv,RAG Summary: OTA software update architecture
automotive-pqc-learn-005,automotive-pqc,Automotive PQC,Which regulation mandates the security requirements for Software Update Management Systems (SUMS) in vehicles?,UNECE WP.29 Regulation 156 mandates the security requirements for Software Update Management Systems (SUMS). This regulation is critical for ensuring the integrity and authenticity of over-the-air updates throughout the vehicle's lifecycle.,learn,recall,executive;architect,intermediate;advanced,EU;Global,Automotive,,,,,,,,/learn/automotive-pqc,,RAG Summary: OTA software update architecture
automotive-pqc-learn-006,automotive-pqc,Automotive PQC,What hybrid key agreement protocol is specified for the 'phone-as-key' exchange in digital car keys?,"The CPCQ (Classical/PQ Combined Key) protocol is used, which combines ML-KEM-768 for post-quantum security with X25519 for classical security. This hybrid approach ensures compatibility and robustness for key exchanges over NFC, BLE, and UWB.",learn,recall,developer;architect,advanced,Global,Automotive,,,,,ML-KEM-768;X25519,,,/algorithms?highlight=ML-KEM-768;/algorithms?highlight=X25519;/learn/automotive-pqc,algorithm:ML-KEM-768 IN algorithms_csv|algorithm:X25519 IN algorithms_csv,RAG Summary: Digital car key protocols
automotive-pqc-learn-007,automotive-pqc,Automotive PQC,What is the projected timeline for Cryptographically Relevant Quantum Computers (CRQC) that threatens current RSA/ECDSA implementations?,"The projected window for CRQC emergence is between 2030 and 2035. Since vehicles have lifecycles of 15 to 20 years, cars sold today with classical algorithms like RSA or ECDSA are exposed to Harvest Now, Decrypt Later (HNDL) attacks.",learn,recall,executive;researcher,intermediate;advanced,Global,Automotive,,,,,,,,/learn/automotive-pqc,,RAG Summary: OTA software update architecture
automotive-pqc-learn-008,automotive-pqc,Automotive PQC,How does the transition from domain-based to zonal architecture affect PQC upgrade points?,"In zonal architecture, high-performance central compute nodes (HPCs) aggregate control from multiple domains, introducing new PQC upgrade points specifically at the zone boundaries. This contrasts with domain-based architectures where security is distributed across separate ECUs per domain.",learn,comprehension,architect;developer,advanced,Global,Automotive,,,,,,,,/learn/automotive-pqc,,RAG Summary: Vehicle electrical architecture evolution
automotive-pqc-learn-009,automotive-pqc,Automotive PQC,Why is HMAC-SHA256 preferred over per-frame signing for camera data streams in ADAS?,"Camera data is typically an H.265 compressed stream, and using HMAC-SHA256 per Group of Pictures (GOP) is preferred to manage the high data rates efficiently. Per-frame signing would introduce excessive overhead and latency that could disrupt real-time processing.",learn,comprehension,developer;architect,advanced,Global,Automotive,,,,,,,,/learn/automotive-pqc,,RAG Summary: Sensor data integrity for ADAS
automotive-pqc-learn-010,automotive-pqc,Automotive PQC,What is the relationship between ISO 26262 ASIL-D requirements and PQC signature verification timing?,"ASIL-D components, such as braking and steering ECUs, have strict deterministic timing budgets. PQC signature verification on these components must not introduce timing jitter that exceeds this budget, necessitating constant-time algorithm implementations.",learn,comprehension,architect;developer,advanced,Global,Automotive,,,,,,,,/learn/automotive-pqc,,RAG Summary: Functional safety levels
automotive-pqc-learn-011,automotive-pqc,Automotive PQC,Why is asymmetric PQC signature verification currently not feasible on CAN-FD buses for radar data?,"Radar data is transmitted over the CAN-FD bus using AUTOSAR SecOC with AES-CMAC, which relies on symmetric keys. The limited payload size and real-time constraints of CAN-FD make asymmetric PQC signatures infeasible for this specific use case today.",learn,comprehension,developer;architect,advanced,Global,Automotive,,,,,,,,/learn/automotive-pqc,,RAG Summary: Sensor data integrity for ADAS
automotive-pqc-learn-012,automotive-pqc,Automotive PQC,How does the 15-year vehicle lifecycle create a 'crypto-agility' challenge regarding the CRQC window?,Vehicles sold today with classical algorithms will remain in operation well beyond the 2030–2035 CRQC projection window. This creates a long tail of maintenance where vehicles must support crypto-agility to migrate to PQC before they become vulnerable to quantum decryption.,learn,comprehension,executive;architect,advanced,Global,Automotive,,,,,,,,/learn/automotive-pqc,,RAG Summary: OTA software update architecture
automotive-pqc-learn-013,automotive-pqc,Automotive PQC,What is the significance of offline operation requirements for digital car key protocols?,"Digital car keys must function without cellular connectivity, requiring PQC key verification to work entirely offline. This constraint ensures that vehicle access remains reliable even in areas with poor network coverage or during network outages.",learn,comprehension,developer;architect,advanced,Global,Automotive,,,,,,,,/learn/automotive-pqc,,RAG Summary: Digital car key protocols
automotive-pqc-learn-014,automotive-pqc,Automotive PQC,How do UNECE R155 and R156 regulations intersect with the proposed EU 15-year post-sale support obligation?,"UNECE R155 mandates a Cybersecurity Management System (CSMS) for type approval, while R156 covers software updates. The proposed 15-year post-sale support obligation in the EU extends these requirements, creating a long-term PQC maintenance tail that manufacturers must plan for.",learn,comprehension,executive;architect,advanced,EU;Global,Automotive,,,,,,,,/learn/automotive-pqc,,RAG Summary: Vehicle lifecycle and type approval
automotive-pqc-learn-015,automotive-pqc,Automotive PQC,Why is Automotive Ethernet considered the primary target for PQC migration in vehicle backbones?,"Automotive Ethernet supports speeds from 100BASE-T1 to 10GBASE-T1 and natively supports MACsec and TLS 1.3, making it capable of handling the larger key sizes and signature overheads associated with PQC algorithms. This contrasts with legacy buses like CAN or LIN which lack native crypto support.",learn,comprehension,architect;developer,advanced,Global,Automotive,,,,,,,,/learn/automotive-pqc,,RAG Summary: In-vehicle network buses
automotive-pqc-workshop-016,automotive-pqc,Automotive PQC,"If a vehicle manufacturer plans to use ML-DSA-65 for critical path output attestation in ADAS, what specific constraint must they verify?",The manufacturer must verify that the verification timing of ML-DSA-65 on the target MCU does not introduce jitter exceeding the deterministic timing budget required by the ASIL level of the safety function. Constant-time implementation is mandatory to ensure this.,workshop,application,developer;architect,advanced,Global,Automotive,,,,,ML-DSA-65,,,/algorithms?highlight=ML-DSA-65;/learn/automotive-pqc,algorithm:ML-DSA-65 IN algorithms_csv,RAG Summary: Functional safety levels; Sensor data integrity for ADAS
