question_id,module_id,module_title,question,answer,content_type,difficulty,applicable_roles,applicable_levels,applicable_regions,applicable_industries,library_refs,threat_refs,timeline_refs,leader_refs,algorithm_refs,migrate_refs,compliance_refs,deep_links,consistency_assertions,source_citations
digital-id-learn-001,digital-id,Digital ID,What is the specific regulation number and name that mandates all 27 EU member states to provide citizens with an EUDI Wallet by late 2026?,"The regulation is eIDAS 2.0, officially designated as Regulation EU 2024/1183. It entered into force in May 2024 and requires all 27 EU member states to provide at least one EUDI Wallet to their citizens by December 2026.",learn,recall,executive;architect;curious,beginner;intermediate,EU,Government;General,,,,,,,,/learn/digital-id,,Module Description; Key Concepts: eIDAS 2.0 regulation
digital-id-learn-002,digital-id,Digital ID,Which two specific credential formats are defined in the EUDI Architecture Reference Framework (ARF 2.0) for digital identity?,"The two primary credential formats are mso_mdoc, which uses CBOR binary encoding and is optimized for proximity via NFC/BLE, and vc+sd-jwt (SD-JWT per RFC 9901), which is JSON text-based and optimized for remote verification.",learn,recall,developer;architect,intermediate;advanced,EU,Technology;Government,,,,,,,,/learn/digital-id,,Key Concepts: Credential formats
digital-id-learn-003,digital-id,Digital ID,What is the foundational credential issued by a national PID Issuer that serves as a prerequisite for other attestations?,"The foundational credential is Person Identification Data (PID). It is issued by a national PID Issuer after citizen authentication and acts as the base upon which all other attestations, such as diplomas or bank credentials, are built.",learn,recall,developer;architect;curious,beginner;intermediate,EU,Government;General,,,,,,,,/learn/digital-id,,Key Concepts: Person Identification Data (PID); Workshop Activities: Step 2
digital-id-learn-004,digital-id,Digital ID,Which ISO standard corresponds to the mso_mdoc credential format used in the EUDI Wallet?,"The mso_mdoc credential format corresponds to ISO 18013-5. This standard defines the mobile driving license and credential format, utilizing CBOR binary encoding for optimized proximity interactions.",learn,recall,developer;architect,intermediate;advanced,Global,Technology;Government,,,,,,,,/learn/digital-id,,Key Concepts: Credential formats; Related Standards
digital-id-learn-005,digital-id,Digital ID,What is the legal equivalent of a Qualified Electronic Signature (QES) under eIDAS 2.0?,"Under eIDAS 2.0, a Qualified Electronic Signature (QES) carries the legal equivalent of a handwritten signature. It is provided by Qualified Trust Service Providers (QTSPs) and ensures legal weight across all EU member states.",learn,recall,executive;architect;curious,beginner;intermediate,EU,Legal;Government;Finance,,,,,Signature,,,/algorithms?highlight=Signature;/learn/digital-id,algorithm:Signature IN algorithms_csv,Key Concepts: Qualified Electronic Signatures (QES)
digital-id-learn-006,digital-id,Digital ID,Which RFC standard defines the SD-JWT format used for remote verification in the EUDI ecosystem?,"The SD-JWT format is defined by RFC 9901. This standard specifies the Selective Disclosure JSON Web Token, which is optimized for remote and online verification scenarios within the EUDI Wallet architecture.",learn,recall,developer;architect,intermediate;advanced,Global,Technology,,,,,,,,/learn/digital-id,,Key Concepts: Credential formats; Related Standards
digital-id-learn-007,digital-id,Digital ID,How does the concept of selective disclosure in EUDI Wallets enforce GDPR Article 5(1)(c)?,"Selective disclosure allows users to reveal only the specific attributes requested by a verifier while keeping all other claims cryptographically hidden. This mechanism directly enforces GDPR Article 5(1)(c) by ensuring data minimization, preventing the unnecessary exposure of personal information.",learn,comprehension,architect;developer;executive,intermediate;advanced,EU,Legal;Technology;General,,,,,,,GDPR,/learn/digital-id,compliance_ref:GDPR EXISTS,Key Concepts: Selective disclosure
digital-id-workshop-008,digital-id,Digital ID,Why is the PID credential required before a user can obtain a University Diploma attestation in the workshop?,"The PID credential serves as the foundational identity proof that must be authenticated first. The university attestation workflow requires a valid PID to verify the citizen's identity before issuing the diploma, ensuring the attestation is linked to a verified national identity.",workshop,comprehension,developer;architect,intermediate;advanced,EU,Education;Government,,,,,,,,/learn/digital-id,,Workshop Activities: Step 3; Key Concepts: Person Identification Data (PID)
digital-id-learn-009,digital-id,Digital ID,What is the role of National Trusted Lists within the EUDI trust framework?,"National Trusted Lists act as machine-readable registers that list Qualified Trust Service Providers (QTSPs) for each member state. They are essential for verifying the validity of QEAAs and QES, enabling cross-border mutual recognition through the eIDAS Trust Framework bridge.",learn,comprehension,architect;ops;executive,intermediate;advanced,EU,Government;Technology,,,,,,,,/learn/digital-id,,Key Concepts: Trust framework layers
digital-id-learn-010,digital-id,Digital ID,How does the EUDI Wallet architecture address the privacy concern of unlinkability between different Relying Parties?,"Unlinkability is addressed through the use of batch-issued credentials and pseudonymous identifiers. This ensures that when a user presents credentials to different Relying Parties, the presentations cannot be correlated or tracked back to the same individual across services.",learn,comprehension,architect;developer;researcher,advanced,EU,Technology;Privacy,,,,,,,,/learn/digital-id,,Key Concepts: Unlinkability
