question_id,module_id,module_title,question,answer,content_type,difficulty,applicable_roles,applicable_levels,applicable_regions,applicable_industries,library_refs,threat_refs,timeline_refs,leader_refs,algorithm_refs,migrate_refs,compliance_refs,deep_links,consistency_assertions,source_citations
crypto-agility-learn-001,crypto-agility,Crypto Agility,What are the three dimensions of crypto agility defined in the module?,"The three dimensions of crypto agility are algorithm agility, which allows swapping algorithms via configuration; protocol agility, which supports multiple protocol versions simultaneously; and implementation agility, which enables switching between crypto providers without application changes. These dimensions ensure systems can adapt to new cryptographic standards like FIPS 203 without significant code rewrites.",learn,recall,architect;developer;executive,beginner;intermediate,Global,General,FIPS 203,,,,,,,/library?ref=FIPS%20203;/learn/crypto-agility,library_ref:FIPS 203 EXISTS,RAG Summary: Key Concepts
crypto-agility-learn-002,crypto-agility,Crypto Agility,Which standard is used to generate a Cryptographic Bill of Materials (CBOM)?,"The CycloneDX standard is used to generate a Cryptographic Bill of Materials (CBOM). This format allows organizations to inventory all cryptographic algorithms, key sizes, usage locations, and compliance requirements across their infrastructure.",learn,recall,ops;architect;developer,beginner;intermediate,Global,General,,,,,,,,/learn/crypto-agility,,RAG Summary: Key Concepts
crypto-agility-learn-003,crypto-agility,Crypto Agility,What is the public key size for the hybrid X25519MLKEM768 algorithm?,"The public key size for the hybrid X25519MLKEM768 algorithm is 1,216 bytes. This represents a significant increase from classical algorithms like RSA-2048 but provides quantum resistance through the combination of classical and post-quantum primitives.",learn,recall,developer;architect,intermediate,Global,General,,,,,RSA-2048,,,/algorithms?highlight=RSA-2048;/learn/crypto-agility,algorithm:RSA-2048 IN algorithms_csv,Component Data: ABSTRACTION_BACKENDS
crypto-agility-learn-004,crypto-agility,Crypto Agility,How does the Service Mesh architecture pattern achieve crypto agility for data-in-transit?,"The Service Mesh pattern achieves agility by offloading cryptographic operations, such as mTLS, to infrastructure proxies like Envoy or Istio. This allows applications to communicate in plaintext with the proxy, meaning zero code or configuration changes are needed at the application level when migrating protocols.",learn,comprehension,architect;ops,intermediate,Global,General,,,,,,,,/learn/crypto-agility,,Component Data: MACRO_ARCHITECTURE_PATTERNS
crypto-agility-learn-005,crypto-agility,Crypto Agility,Why is the Provider Model considered less agile than External KMS for enterprise-wide upgrades?,"The Provider Model requires configuration updates to be performed per-application, whereas an External KMS centralizes crypto operations in a service like AWS KMS or Azure Key Vault. Upgrading the central KMS instantly provides agility across the entire enterprise without touching individual application configurations.",learn,comprehension,architect;executive,intermediate,Global,General,,,,,,AWS KMS;Azure Key Vault,,/migrate?q=AWS%20KMS;/migrate?q=Azure%20Key%20Vault;/learn/crypto-agility,migrate_ref:AWS KMS EXISTS|migrate_ref:Azure Key Vault EXISTS,Component Data: MACRO_ARCHITECTURE_PATTERNS
crypto-agility-learn-006,crypto-agility,Crypto Agility,What is the primary risk of using hardcoded buffer sizes in cryptographic implementations?,"Hardcoded buffer sizes pose a critical risk because post-quantum algorithms often require significantly larger key and ciphertext sizes than classical ones. If an application allocates fixed memory or database columns based on classical sizes, it will fail to process data from quantum-safe algorithms like ML-KEM.",learn,comprehension,developer;architect,intermediate,Global,General,,,,,KEM,,,/algorithms?highlight=KEM;/learn/crypto-agility,algorithm:KEM IN algorithms_csv,Component Data: ANTI_PATTERNS
crypto-agility-both-007,crypto-agility,Crypto Agility,"If an organization wants to swap from RSA-2048 to ML-KEM-768 without changing application code, which architecture pattern should they prioritize?",The organization should prioritize the Provider Model or External KMS patterns. These architectures use abstraction layers that allow the backend algorithm to be swapped via configuration files rather than requiring changes to the business logic or application source code.,both,application,architect;developer,intermediate,Global,General,,,,,ML-KEM-768;RSA-2048,,,/algorithms?highlight=ML-KEM-768;/algorithms?highlight=RSA-2048;/learn/crypto-agility,algorithm:ML-KEM-768 IN algorithms_csv|algorithm:RSA-2048 IN algorithms_csv,Component Data: MACRO_ARCHITECTURE_PATTERNS
crypto-agility-workshop-008,crypto-agility,Crypto Agility,How would you use a CBOM scanner to prepare for the 'Risk Prioritization' phase of the migration framework?,"You would run a CBOM scanner using tools like IBM Quantum Safe Explorer or Keyfactor to generate a CycloneDX inventory of all cryptographic assets. This inventory identifies quantum-vulnerable algorithms and their locations, providing the necessary data to prioritize high-risk systems for immediate migration.",workshop,application,ops;architect,intermediate,Global,General,,,,,,,,/learn/crypto-agility,,RAG Summary: Key Concepts; Workshop Steps
crypto-agility-both-009,crypto-agility,Crypto Agility,"In a scenario where an application uses hardcoded 'RSA-OAEP' calls, what specific refactoring step is required to achieve algorithm agility?","The application must be refactored to replace hardcoded algorithm calls with generic API functions like `encrypt()` or `keyExchange()`. This decouples the business logic from the specific cryptographic primitive, allowing the backend provider to be swapped via configuration instead of code changes.",both,application,developer;architect,intermediate,Global,General,,,,,,,,/learn/crypto-agility,,Component Data: ANTI_PATTERNS
crypto-agility-both-010,crypto-agility,Crypto Agility,How does the adoption of hybrid key exchange in Google Chrome and Apple iMessage demonstrate the practical impact of crypto agility?,Google Chrome and Apple iMessage adopted hybrid PQC (combining classical ECDH with Kyber/ML-KEM) without rewriting their core network routing or messaging code. This demonstrates that proper abstraction layers allow for rapid deployment of quantum-safe algorithms while maintaining backward compatibility and performance.,both,synthesis,executive;architect;researcher,intermediate;advanced,Global,General,,,,,KEM,Google Chrome,,/algorithms?highlight=KEM;/migrate?q=Google%20Chrome;/learn/crypto-agility,algorithm:KEM IN algorithms_csv|migrate_ref:Google Chrome EXISTS,RAG Summary: Key Concepts
crypto-agility-both-011,crypto-agility,Crypto Agility,"Synthesize the relationship between NIST IR 8547, the 7-Phase Migration Framework, and the use of CBOMs.","NIST IR 8547 provides the strategic guidance for transitioning to PQC, which is operationalized through the 7-Phase Migration Framework. The first phase, Assessment and Inventory, relies heavily on generating a CBOM to identify all cryptographic assets before risk prioritization and tooling preparation can occur.",both,synthesis,executive;architect,advanced,USA;Global,General,NIST IR 8547,,,,,,NIST,/library?ref=NIST%20IR%208547;/learn/crypto-agility,library_ref:NIST IR 8547 EXISTS|compliance_ref:NIST EXISTS,RAG Summary: Key Concepts
crypto-agility-both-012,crypto-agility,Crypto Agility,Compare the trade-offs between the Service Mesh pattern and the Provider Model regarding application visibility into cryptographic operations.,"The Service Mesh pattern completely hides cryptographic operations from the application, offering maximum agility but reducing direct control over specific crypto parameters. Conversely, the Provider Model keeps the abstraction within the application runtime, allowing for more granular configuration while requiring per-application updates.",both,synthesis,architect;developer,advanced,Global,General,,,,,,,,/learn/crypto-agility,,Component Data: MACRO_ARCHITECTURE_PATTERNS
crypto-agility-both-013,crypto-agility,Crypto Agility,How does the increase in key size from classical to hybrid PQC algorithms impact database schema design in a crypto-agile system?,"The jump from 32-byte classical keys to over 1,000-byte hybrid keys (like X25519MLKEM768) requires database schemas to use variable-length fields rather than fixed-size columns. A crypto-agile design must anticipate these size changes to prevent data truncation or storage failures during migration.",both,synthesis,developer;architect,advanced,Global,General,,,,,,,,/learn/crypto-agility,,Component Data: ABSTRACTION_BACKENDS; ANTI_PATTERNS
crypto-agility-both-014,crypto-agility,Crypto Agility,Evaluate the role of FIPS 203 and CNSA 2.0 in driving the necessity for the 'Hybrid Migration' phase of the framework.,"FIPS 203 standardizes ML-KEM, while CNSA 2.0 mandates specific quantum-resistant algorithms for national security systems. These standards necessitate a 'Hybrid Migration' phase to ensure systems support both classical and PQC algorithms simultaneously, maintaining security against current threats while preparing for future quantum capabilities.",both,synthesis,executive;architect;researcher,advanced,USA;Global,General,FIPS 203,,,,KEM,,,/library?ref=FIPS%20203;/algorithms?highlight=KEM;/learn/crypto-agility,library_ref:FIPS 203 EXISTS|algorithm:KEM IN algorithms_csv,RAG Summary: Key Concepts; Authoritative Source Context
crypto-agility-both-015,crypto-agility,Crypto Agility,How can the 'Monitoring' phase of the migration framework utilize CBOM data to ensure long-term crypto agility?,"The Monitoring phase uses continuous CBOM scanning to detect new dependencies or algorithm usage that may drift from compliance standards like FIPS 203. By maintaining an up-to-date inventory, organizations can proactively identify and remediate non-agile code before it becomes a security liability.",both,synthesis,ops;architect,advanced,Global,General,FIPS 203,,,,,,,/library?ref=FIPS%20203;/learn/crypto-agility,library_ref:FIPS 203 EXISTS,RAG Summary: Key Concepts
