question_id,module_id,module_title,question,answer,content_type,difficulty,applicable_roles,applicable_levels,applicable_regions,applicable_industries,library_refs,threat_refs,timeline_refs,leader_refs,algorithm_refs,migrate_refs,compliance_refs,deep_links,consistency_assertions,source_citations
pqc-101-learn-001,pqc-101,PQC 101,Which specific NIST FIPS standards were published in August 2024 to standardize post-quantum cryptography algorithms?,"The three NIST PQC standards published in August 2024 are FIPS 203 for ML-KEM (key establishment), FIPS 204 for ML-DSA (digital signatures), and FIPS 205 for SLH-DSA (conservative signatures). These standards define the approved algorithms for transitioning away from classical public-key cryptography.",learn,recall,executive;developer;architect;ops;researcher;curious,beginner,Global,General,FIPS 203;FIPS 204;FIPS 205,,,,KEM,,NIST,/library?ref=FIPS%20203;/library?ref=FIPS%20204;/library?ref=FIPS%20205;/algorithms?highlight=KEM;/learn/pqc-101,library_ref:FIPS 203 EXISTS|library_ref:FIPS 204 EXISTS|library_ref:FIPS 205 EXISTS|algorithm:KEM IN algorithms_csv|compliance_ref:NIST EXISTS,RAG Summary: Key Concepts - NIST PQC standards
pqc-101-learn-002,pqc-101,PQC 101,What are the three families of post-quantum cryptography algorithms identified in the module?,"The three families of PQC algorithms are lattice-based (including ML-KEM, ML-DSA, and FN-DSA), hash-based (including SLH-DSA and LMS/HSS), and code-based (including Classic McEliece and HQC). Each family relies on different mathematical problems that are believed to be resistant to quantum attacks.",learn,recall,developer;architect;researcher,beginner,Global,General,,,,,KEM,,,/algorithms?highlight=KEM;/learn/pqc-101,algorithm:KEM IN algorithms_csv,RAG Summary: Key Concepts - Three PQC algorithm families
pqc-101-learn-003,pqc-101,PQC 101,"According to the module, what is the target year for the full disallowance of classical public-key cryptography?","NIST targets the full disallowance of classical public-key cryptography by the year 2035. Prior to this, the deprecation of RSA-2048 and 112-bit ECC is targeted for 2030.",learn,recall,executive;architect;ops,beginner,Global,General,,,,,RSA-2048,,NIST,/algorithms?highlight=RSA-2048;/learn/pqc-101,algorithm:RSA-2048 IN algorithms_csv|compliance_ref:NIST EXISTS,RAG Summary: Key Concepts - Migration timeline
pqc-101-learn-004,pqc-101,PQC 101,How does Shor's Algorithm threaten current public-key infrastructure like RSA and ECC?,Shor's Algorithm breaks RSA and ECC by solving integer factorization and discrete logarithm problems in polynomial time on a quantum computer. This capability renders the mathematical foundations of these classical algorithms insecure against sufficiently powerful quantum machines.,learn,comprehension,developer;architect;researcher,beginner,Global,General,,,,,,,,/learn/pqc-101,,RAG Summary: Key Concepts - Shor's Algorithm
pqc-101-learn-005,pqc-101,PQC 101,"What is the difference between 'Harvest Now, Decrypt Later' and 'Harvest Now, Forge Later' attacks?","'Harvest Now, Decrypt Later' involves adversaries capturing encrypted data today to decrypt it in the future once a cryptographically relevant quantum computer (CRQC) exists. In contrast, 'Harvest Now, Forge Later' targets digital signatures by capturing signed artifacts now to forge them later after recovering private keys with a CRQC.",learn,comprehension,executive;architect;ops;researcher,beginner,Global,General,,,,,,,,/learn/pqc-101,,RAG Summary: Key Concepts - HNDL and HNFL
pqc-101-learn-006,pqc-101,PQC 101,Why is the migration to PQC considered a critical priority for the finance and government sectors compared to IoT?,"Finance and government are classified as critical priority because they handle highly sensitive data with long lifespans that are prime targets for 'Harvest Now' attacks. Conversely, IoT and automotive sectors are rated as medium urgency, likely due to different risk profiles or shorter device lifecycles.",learn,comprehension,executive;architect;ops,beginner,Global,Finance;Government;IoT;Automotive,,,,,,,,/learn/pqc-101,,RAG Summary: Key Concepts - Industry urgency
pqc-101-workshop-007,pqc-101,PQC 101,"If a developer needs to generate a post-quantum key pair using OpenSSL in the workshop, which specific command syntax is demonstrated?",The module demonstrates generating a real key pair using the OpenSSL command `openssl genpkey -algorithm ML-DSA-65`. This allows users to observe the size differences between classical and PQC keys directly in the browser.,workshop,application,developer;ops,beginner,Global,General,,,,,ML-DSA-65,OpenSSL,,/algorithms?highlight=ML-DSA-65;/migrate?q=OpenSSL;/learn/pqc-101,algorithm:ML-DSA-65 IN algorithms_csv|migrate_ref:OpenSSL EXISTS,RAG Summary: Workshop / Interactive Activities - Key Generation Workshop
pqc-101-workshop-008,pqc-101,PQC 101,How can an organization use the 'Algorithm Comparison Table' in the workshop to evaluate the trade-offs between Ed25519 and ML-DSA?,"By using the Algorithm Comparison Table, an organization can perform a side-by-side comparison of classical algorithms like Ed25519 against PQC options like ML-DSA-44/65/87. This allows them to analyze specific metrics such as key sizes and security levels to determine the operational impact of migration.",workshop,application,architect;developer;ops,beginner,Global,General,,,,,Ed25519;ML-DSA-44,,,/algorithms?highlight=Ed25519;/algorithms?highlight=ML-DSA-44;/learn/pqc-101,algorithm:Ed25519 IN algorithms_csv|algorithm:ML-DSA-44 IN algorithms_csv,RAG Summary: Workshop / Interactive Activities - Algorithm Comparison Table
pqc-101-learn-009,pqc-101,PQC 101,"Considering the CNSA 2.0 mandate and the NIST migration timeline, what is the strategic implication for U.S. national security systems starting in 2025?","CNSA 2.0 mandates a phased adoption of PQC for U.S. national security systems starting in 2025, which aligns with the broader NIST timeline targeting full disallowance of classical crypto by 2035. This implies that these systems must begin immediate migration efforts to meet compliance before the 2030 deprecation of RSA-2048 and 112-bit ECC.",learn,synthesis,executive;architect;ops,beginner,USA,Government,,,,,RSA-2048,,NIST,/algorithms?highlight=RSA-2048;/learn/pqc-101,algorithm:RSA-2048 IN algorithms_csv|compliance_ref:NIST EXISTS,RAG Summary: Key Concepts - CNSA 2.0 and Migration timeline
pqc-101-workshop-010,pqc-101,PQC 101,How does the 'Signature Demo' workshop step help validate the necessity of migrating from classical to PQC algorithms for digital signatures?,"The Signature Demo allows users to sign a message with both classical and PQC algorithms, demonstrating how digital signatures prove authenticity in practice. By comparing these operations, users can understand that while classical signatures are currently valid, they are vulnerable to 'Harvest Now, Forge Later' attacks, necessitating the shift to PQC standards like FIPS 204.",workshop,synthesis,developer;architect;researcher,beginner,Global,General,FIPS 204,,,,Signature,,,/library?ref=FIPS%20204;/algorithms?highlight=Signature;/learn/pqc-101,library_ref:FIPS 204 EXISTS|algorithm:Signature IN algorithms_csv,RAG Summary: Workshop / Interactive Activities - Signature Demo and Key Concepts - HNFL
