question_id,module_id,module_title,question,answer,content_type,difficulty,applicable_roles,applicable_levels,applicable_regions,applicable_industries,library_refs,threat_refs,timeline_refs,leader_refs,algorithm_refs,migrate_refs,compliance_refs,deep_links,consistency_assertions,source_citations
arch-quantum-impact-learn-001,arch-quantum-impact,Architect Quantum Impact,What are the specific ciphertext sizes for ML-KEM-768 and ML-KEM-1024 compared to RSA-OAEP 256?,"ML-KEM-768 produces a ciphertext of 1,088 bytes, while ML-KEM-1024 produces 1,568 bytes. In contrast, RSA-OAEP 256 generates a significantly smaller ciphertext of 256 bytes. This size difference necessitates redesigning key wrapping hierarchies to accommodate the larger PQC data structures.",learn,recall,architect;developer,beginner,Global,General,,,,,ML-KEM-1024;ML-KEM-768,,,/algorithms?highlight=ML-KEM-1024;/algorithms?highlight=ML-KEM-768;/learn/arch-quantum-impact,algorithm:ML-KEM-1024 IN algorithms_csv|algorithm:ML-KEM-768 IN algorithms_csv,Key Concepts: KMS Migration Complexity
arch-quantum-impact-learn-002,arch-quantum-impact,Architect Quantum Impact,Which HSM vendors are currently classified as Tier 1 with General Availability (GA) firmware for ML-DSA and ML-KEM?,"The module identifies Thales Luna Network HSM 7.x, Utimaco Q-Safe, and IBM 4769 as Tier 1 vendors. These providers have released General Availability firmware supporting both ML-DSA and ML-KEM algorithms. Architects must verify their specific hardware models against this tier before committing to hardware-backed PQC key storage.",learn,recall,architect;ops,beginner,Global,General,,,,,KEM,,,/algorithms?highlight=KEM;/learn/arch-quantum-impact,algorithm:KEM IN algorithms_csv,Key Concepts: HSM PQC Maturity Tiers
arch-quantum-impact-learn-003,arch-quantum-impact,Architect Quantum Impact,What is the approximate size of a pure ML-DSA-65 certificate chain compared to a classical leaf + intermediate + root chain?,"A classical certificate chain consisting of a leaf, intermediate, and root is approximately 3 KB in size. A pure ML-DSA-65 chain expands significantly to between 12 KB and 14 KB. This explosion in size poses challenges for constrained environments like IoT devices with limited MTU.",learn,recall,architect;developer,beginner,Global,General,,,,,ML-DSA-65,,,/algorithms?highlight=ML-DSA-65;/learn/arch-quantum-impact,algorithm:ML-DSA-65 IN algorithms_csv,Key Concepts: Certificate Chain Size Explosion
arch-quantum-impact-learn-004,arch-quantum-impact,Architect Quantum Impact,Why must hybrid KEM combiners concatenate shared secrets through a domain-separated KDF?,"Hybrid KEM combiners, such as those following the X-Wing or SP 800-227 patterns, use a domain-separated Key Derivation Function (KDF) to prevent downgrade attacks. This mechanism ensures that the final shared secret is securely derived from both classical and post-quantum components. Without this separation, an attacker could potentially force the system to rely solely on the weaker or compromised algorithm.",learn,comprehension,architect;developer;researcher,intermediate,Global,General,,,,,KEM,,,/algorithms?highlight=KEM;/learn/arch-quantum-impact,algorithm:KEM IN algorithms_csv,Key Concepts: Hybrid Architecture Design
arch-quantum-impact-learn-005,arch-quantum-impact,Architect Quantum Impact,How does the TLS handshake latency for X25519MLKEM768 hybrid compare to classical P-256 at the P99 percentile?,"The P99 latency for a classical P-256 TLS 1.3 handshake is approximately 12 milliseconds, whereas the X25519MLKEM768 hybrid handshake increases this to 28 milliseconds. This represents more than a doubling of latency at the tail end of performance distribution. Architects must audit SLA contracts with strict response time requirements to ensure they can accommodate this increase.",learn,comprehension,architect;ops,intermediate,Global,General,,,,,,,,/learn/arch-quantum-impact,,Key Concepts: TLS Handshake Latency Budgets
arch-quantum-impact-learn-006,arch-quantum-impact,Architect Quantum Impact,What is the primary trade-off when selecting FN-DSA-512 (Falcon-512) for constrained devices versus ML-DSA-44?,"FN-DSA-512 is preferred for constrained devices because it offers a compact signature size of 666 bytes, but it requires careful implementation due to the need for Gaussian sampling. Conversely, ML-DSA-44 is selected when implementation simplicity is prioritized over signature size. The choice depends on whether the device has sufficient resources to handle the complex sampling requirements of Falcon.",learn,comprehension,architect;developer,intermediate,Global,General,,,,,FN-DSA-512;ML-DSA-44,,,/algorithms?highlight=FN-DSA-512;/algorithms?highlight=ML-DSA-44;/learn/arch-quantum-impact,algorithm:FN-DSA-512 IN algorithms_csv|algorithm:ML-DSA-44 IN algorithms_csv,Key Concepts: Algorithm Selection Decision Tree
arch-quantum-impact-workshop-007,arch-quantum-impact,Architect Quantum Impact,"In a scenario where an HSM vendor announces ML-DSA support for Q3 2027, how should an architect maintain the chain of trust during the transition?",The architect should design a migration path that utilizes hybrid certificate strategies to bridge the gap between the current RSA-4096 root and the future PQC capabilities. This involves planning for cross-signed certificates to ensure continuity while the HSM firmware is upgraded. The strategy must account for the timeline of the vendor's roadmap to avoid breaking the chain of trust before the new hardware support is available.,workshop,application,architect;ops,intermediate,Global,General,,,,,RSA-4096,,,/algorithms?highlight=RSA-4096;/learn/arch-quantum-impact,algorithm:RSA-4096 IN algorithms_csv,Workshop Steps: Scenario: HSM Root of Trust Migration
arch-quantum-impact-workshop-008,arch-quantum-impact,Architect Quantum Impact,How should an architect approach a phased rollout of hybrid TLS for 200 microservices using mutual TLS to avoid service disruption?,"The architect must design a phased rollout that prioritizes specific services based on risk and dependency, ensuring mixed environments are handled gracefully. Monitoring must be added to detect independent failure modes where classical or PQC paths succeed or fail separately. The plan should include deliberate fallback logic rather than silent failures to maintain service availability during the transition.",workshop,application,architect;developer;ops,intermediate,Global,General,,,,,,,,/learn/arch-quantum-impact,,Workshop Steps: Scenario: Microservice Mesh PQC Rollout
arch-quantum-impact-workshop-009,arch-quantum-impact,Architect Quantum Impact,"For IoT devices with a 16KB TLS buffer limit facing 12KB ML-DSA-65 chains, what alternatives should be evaluated?","Architects should evaluate Merkle Tree Certificates to reduce the overhead of certificate chains in constrained environments. Additionally, they must consider SLH-DSA parameter trade-offs or redesigning the chain depth to fit within the 16KB buffer limit. These alternatives are necessary because standard ML-DSA-65 chains may exceed the device's capacity without fragmentation.",workshop,application,architect;developer,intermediate,Global,General,,,,,ML-DSA-65,,,/algorithms?highlight=ML-DSA-65;/learn/arch-quantum-impact,algorithm:ML-DSA-65 IN algorithms_csv,Workshop Steps: Scenario: IoT Certificate Size Constraint
arch-quantum-impact-learn-010,arch-quantum-impact,Architect Quantum Impact,How does the requirement for envelope re-encryption at scale impact KMS migration complexity when moving to ML-KEM?,"Migrating to ML-KEM requires re-encrypting all existing Data Encryption Keys (DEKs) under new PQC Key Encryption Keys (KEKs), creating a massive operational burden. This envelope re-encryption at scale is necessary because the larger ciphertext sizes of ML-KEM cannot be accommodated by existing key wrapping hierarchies designed for smaller classical algorithms. The process demands significant computational resources and careful planning to avoid service interruption.",learn,synthesis,architect;ops,advanced,Global,General,,,,,KEM,,,/algorithms?highlight=KEM;/learn/arch-quantum-impact,algorithm:KEM IN algorithms_csv,Key Concepts: KMS Migration Complexity
