question_id,module_id,module_title,question,answer,content_type,difficulty,applicable_roles,applicable_levels,applicable_regions,applicable_industries,library_refs,threat_refs,timeline_refs,leader_refs,algorithm_refs,migrate_refs,compliance_refs,deep_links,consistency_assertions,source_citations
ai-security-pqc-learn-001,ai-security-pqc,AI Security & PQC,What are the two primary NIST standards cited for Post-Quantum Cryptography algorithms used in AI security?,"The module cites FIPS 203 (ML-KEM) for key encapsulation and FIPS 204 (ML-DSA) for digital signatures. These standards provide the quantum-resistant algorithms necessary to secure data pipelines, model weights, and agent identities against future quantum threats.",learn,recall,architect;developer;executive,intermediate;advanced,Global,General,FIPS 203;FIPS 204,,,,KEM,,NIST,/library?ref=FIPS%20203;/library?ref=FIPS%20204;/algorithms?highlight=KEM;/learn/ai-security-pqc,library_ref:FIPS 203 EXISTS|library_ref:FIPS 204 EXISTS|algorithm:KEM IN algorithms_csv|compliance_ref:NIST EXISTS,Module Content: Key Standards section
ai-security-pqc-learn-002,ai-security-pqc,AI Security & PQC,Which specific algorithm is standardized under FIPS 203 for key encapsulation in AI data protection?,"FIPS 203 standardizes ML-KEM (formerly CRYSTALS-KYBER) as the algorithm for quantum-resistant key encapsulation. It is used to secure proprietary training data and model weights against Harvest Now, Decrypt Later (HNDL) attacks.",learn,recall,developer;architect,intermediate;advanced,Global,General,FIPS 203,,,,KEM,,,/library?ref=FIPS%20203;/algorithms?highlight=KEM;/learn/ai-security-pqc,library_ref:FIPS 203 EXISTS|algorithm:KEM IN algorithms_csv,Module Content: Key Standards section; Authoritative Source: FIPS 203
ai-security-pqc-learn-003,ai-security-pqc,AI Security & PQC,What is the primary function of ML-DSA as defined in FIPS 204 within the context of AI systems?,"ML-DSA, standardized under FIPS 204, provides digital signatures for ensuring data provenance, model signing, and agent credentials. It guarantees long-term integrity against quantum attacks that could otherwise forge classical ECDSA signatures.",learn,recall,developer;architect;researcher,intermediate;advanced,Global,General,FIPS 204,,,,,,,/library?ref=FIPS%20204;/learn/ai-security-pqc,library_ref:FIPS 204 EXISTS,Module Content: Key Standards section; Authoritative Source: FIPS 204
ai-security-pqc-learn-004,ai-security-pqc,AI Security & PQC,What does the acronym HNDL stand for in the context of quantum threats to AI data pipelines?,"HNDL stands for 'Harvest Now, Decrypt Later.' It describes an existential risk where adversaries steal encrypted proprietary datasets today and decrypt them once a Cryptographically Relevant Quantum Computer (CRQC) becomes available.",learn,recall,executive;architect;ops,intermediate;advanced,Global,General,,,,,,,,/learn/ai-security-pqc,,Module Content: Curious Summary - Why It Matters
ai-security-pqc-learn-005,ai-security-pqc,AI Security & PQC,Which standard is mentioned for content credentials and cryptographic data provenance in AI systems?,The Coalition for Content Provenance and Authenticity (C2PA) standard is used for content credentials. It helps establish cryptographic data provenance to verify the authenticity of training data and prevent synthetic data contamination.,learn,recall,developer;researcher;architect,intermediate;advanced,Global,General,,,,,,,,/learn/ai-security-pqc,,Module Content: Topics Covered; Key Standards
ai-security-pqc-learn-006,ai-security-pqc,AI Security & PQC,What is the specific transport security protocol version cited for securing AI API endpoints?,"RFC 8446, which defines TLS 1.3, is the cited standard for transport security of AI API endpoints. It provides the foundation for secure communication channels that can be upgraded with PQC algorithms.",learn,recall,developer;ops;architect,intermediate;advanced,Global,General,RFC 8446,,,,,,,/library?ref=RFC%208446;/learn/ai-security-pqc,library_ref:RFC 8446 EXISTS,Module Content: Key Standards
ai-security-pqc-learn-007,ai-security-pqc,AI Security & PQC,What is the name of the framework mentioned for AI risk management?,"The NIST AI RMF (AI Risk Management Framework) is the framework cited for managing risks associated with AI systems. It guides organizations in identifying and mitigating vulnerabilities, including those related to quantum threats.",learn,recall,executive;architect;researcher,intermediate;advanced,USA;Global,General,,,,,,,NIST,/learn/ai-security-pqc,compliance_ref:NIST EXISTS,Module Content: Key Standards
ai-security-pqc-workshop-008,ai-security-pqc,AI Security & PQC,How does the 'Data Protection Analyzer' workshop step assist in identifying quantum vulnerabilities?,"The Data Protection Analyzer allows users to audit AI pipeline crypto operations to identify quantum-vulnerable touchpoints. It specifically highlights HNDL exposure at each stage of the data lifecycle, from ingestion to inference.",workshop,comprehension,developer;ops;architect,intermediate;advanced,Global,General,,,,,,,,/learn/ai-security-pqc,,Module Content: Workshop Steps
ai-security-pqc-learn-009,ai-security-pqc,AI Security & PQC,Why is 'Model Collapse' a significant risk when synthetic data contaminates training pipelines?,"Model collapse occurs when AI-generated training data is fed back into the trusted pipeline, degrading model quality over time. If classical signatures are compromised, malicious actors can inject this synthetic data seamlessly, accelerating the degradation.",learn,comprehension,researcher;developer;architect,intermediate;advanced,Global,General,,,,,,,,/learn/ai-security-pqc,,Module Content: Topics Covered; Curious Summary
ai-security-pqc-learn-010,ai-security-pqc,AI Security & PQC,What is the relationship between long-lived credentials and HNDL risk for autonomous AI agents?,"Long-lived credentials, such as those used by autonomous API agents, are prime targets for HNDL attacks. If a CRQC emerges, adversaries can forge these identities indefinitely, making them high-priority candidates for PQC migration.",learn,comprehension,architect;developer;ops,intermediate;advanced,Global,General,,,,,,,,/learn/ai-security-pqc,,Component Data: agentAuthData.ts (Autonomous API Agent)
