question_id,module_id,module_title,question,answer,content_type,difficulty,applicable_roles,applicable_levels,applicable_regions,applicable_industries,library_refs,threat_refs,timeline_refs,leader_refs,algorithm_refs,migrate_refs,compliance_refs,deep_links,consistency_assertions,source_citations
database-encryption-pqc-learn-001,database-encryption-pqc,Database Encryption & PQC,Which specific algorithm is identified as the quantum-safe replacement for RSA-OAEP when wrapping Data Encryption Keys (DEKs) in database TDE migration?,"The module identifies ML-KEM-1024 as the required Post-Quantum Cryptography (PQC) algorithm to replace RSA-OAEP for wrapping Data Encryption Keys. While the underlying AES-256 symmetric encryption remains unchanged, the key wrapping layer must migrate to ML-KEM-1024 to ensure quantum safety.",learn,recall,architect;developer;ops,intermediate,Global,General,,,,,ML-KEM-1024,,,/algorithms?highlight=ML-KEM-1024;/learn/database-encryption-pqc,algorithm:ML-KEM-1024 IN algorithms_csv,RAG Summary: TDE Migration Steps
database-encryption-pqc-learn-002,database-encryption-pqc,Database Encryption & PQC,What is the specific SQL Server command used to regenerate a database encryption key during an online TDE migration?,"The specific command for SQL Server is `ALTER DATABASE ENCRYPTION KEY REGENERATE WITH ALGORITHM = AES_256`. This command allows for online re-encryption with zero application downtime, ensuring the data remains protected while the wrapping algorithm is updated.",learn,recall,developer;ops,intermediate,Global,General,,,,,,,,/learn/database-encryption-pqc,,RAG Summary: TDE Migration Steps
database-encryption-pqc-learn-003,database-encryption-pqc,Database Encryption & PQC,Which system view should be queried in SQL Server to enumerate all encrypted databases during the inventory phase of a PQC migration?,Administrators must query the `sys.dm_database_encryption_keys` dynamic management view in SQL Server to enumerate all encrypted databases. This step is critical for auditing the current key hierarchy and identifying RSA-wrapped DEK locations before migration.,learn,recall,ops;developer,intermediate,Global,General,,,,,,,,/learn/database-encryption-pqc,,RAG Summary: TDE Migration Steps
database-encryption-pqc-learn-004,database-encryption-pqc,Database Encryption & PQC,What is the PQC readiness percentage assigned to the 'Provider-Managed' key ownership model in the module?,"The Provider-Managed key ownership model is assigned a 30% PQC readiness score. This low score reflects the lack of customer control over the migration timeline and non-compliance with regulations like DORA, ENISA, or NSM-8 for regulated workloads.",learn,recall,executive;architect,intermediate,Global,General,,,,,,,DORA;ENISA,/learn/database-encryption-pqc,compliance_ref:DORA EXISTS|compliance_ref:ENISA EXISTS,RAG Summary: BYOK/HYOK Patterns
database-encryption-pqc-learn-005,database-encryption-pqc,Database Encryption & PQC,Which specific PKCS#11 v3.2 mechanisms are listed for generating and using ML-KEM-1024 keys in an on-premises HSM?,The module lists `CKM_ML_KEM_KEY_PAIR_GEN` and `CKM_ML_KEM` as the specific PKCS#11 v3.2 mechanisms required for HYOK architectures. These mechanisms enable the generation of key pairs and the encapsulation process within HSMs like Thales CipherTrust or Entrust DataControl.,learn,recall,architect;developer,advanced,Global,General,,,,,ML-KEM-1024,,,/algorithms?highlight=ML-KEM-1024;/learn/database-encryption-pqc,algorithm:ML-KEM-1024 IN algorithms_csv,RAG Summary: BYOK/HYOK Patterns
database-encryption-pqc-learn-006,database-encryption-pqc,Database Encryption & PQC,What is the planned release year for ML-KEM-1024 support in MongoDB FLE 2.0 and SQL Server Always Encrypted?,Both MongoDB FLE 2.0 (specifically version 8.x) and SQL Server Always Encrypted have a planned PQC upgrade timeline for the year 2026. This update will replace the current RSA-OAEP wrapping with ML-KEM-1024 to ensure quantum safety.,learn,recall,architect;executive,intermediate,Global,General,,,,,ML-KEM-1024,,,/algorithms?highlight=ML-KEM-1024;/learn/database-encryption-pqc,algorithm:ML-KEM-1024 IN algorithms_csv,RAG Summary: Queryable Encryption PQC Compatibility
database-encryption-pqc-learn-007,database-encryption-pqc,Database Encryption & PQC,Why is the AES-256 symmetric data encryption layer considered quantum-safe without requiring immediate migration?,"AES-256 is considered quantum-safe because it provides sufficient security against Grover's algorithm, which only offers a quadratic speedup for brute-force attacks. Consequently, the PQC migration scope for TDE is limited strictly to replacing the vulnerable key wrapping algorithms like RSA-OAEP.",learn,comprehension,architect;researcher,intermediate,Global,General,,,,,,,,/learn/database-encryption-pqc,,RAG Summary: TDE Migration Steps; Curious Summary
database-encryption-pqc-learn-008,database-encryption-pqc,Database Encryption & PQC,How does the 'Hold Your Own Key' (HYOK) architecture differ from 'Bring Your Own Key' (BYOK) regarding key exposure in cloud environments?,"In HYOK, the customer's key never leaves the on-premises infrastructure, and the cloud database receives only encrypted Data Encryption Keys (DEKs). In contrast, BYOK involves uploading a wrapped Customer Master Key (CMK) to the cloud KMS, where it is briefly held unwrapped in HSM memory, creating residual exposure.",learn,comprehension,architect;executive,intermediate,Global,General,,,,,,,,/learn/database-encryption-pqc,,RAG Summary: BYOK/HYOK Patterns
database-encryption-pqc-learn-009,database-encryption-pqc,Database Encryption & PQC,What is the specific size of the ML-KEM ciphertext generated during the key encapsulation process described in the module?,"The ML-KEM ciphertext generated during the encapsulation process is exactly 1,568 bytes. This ciphertext, along with the wrapped DEK, is stored alongside the old RSA entry during the transition phase of the migration.",learn,comprehension,developer;architect,intermediate,Global,General,,,,,KEM,,,/algorithms?highlight=KEM;/learn/database-encryption-pqc,algorithm:KEM IN algorithms_csv,RAG Summary: TDE Migration Steps
database-encryption-pqc-learn-010,database-encryption-pqc,Database Encryption & PQC,Why are organizations using Provider-Managed keys considered non-compliant with DORA and ENISA regulations?,"Provider-Managed models are non-compliant because the cloud provider generates and stores all key material, leaving the customer without control over the PQC migration timeline. Regulations like DORA and ENISA require specific levels of key ownership and immediate quantum-safe readiness that this model cannot guarantee.",learn,comprehension,executive;architect,intermediate,EU,Financial Services;Regulated Industries,,,,,,,DORA;ENISA,/learn/database-encryption-pqc,compliance_ref:DORA EXISTS|compliance_ref:ENISA EXISTS,RAG Summary: BYOK/HYOK Patterns
database-encryption-pqc-learn-011,database-encryption-pqc,Database Encryption & PQC,How does the key flow in a HYOK architecture utilize HKDF-SHA-256 to protect the Data Encryption Key?,"In a HYOK flow, the ML-KEM-1024 encapsulation produces a shared secret which is then processed through HKDF-SHA-256 to derive a 256-bit wrapping key. This derived key is subsequently used with AES-256-KW to encrypt the actual Data Encryption Key (DEK) before it is sent to the cloud.",learn,comprehension,architect;developer,advanced,Global,General,,,,,ML-KEM-1024,,,/algorithms?highlight=ML-KEM-1024;/learn/database-encryption-pqc,algorithm:ML-KEM-1024 IN algorithms_csv,RAG Summary: BYOK/HYOK Patterns
database-encryption-pqc-learn-012,database-encryption-pqc,Database Encryption & PQC,What is the primary reason for marking RSA keys as 'DEACTIVATED' rather than deleting them immediately after a PQC migration?,"RSA keys must be marked as DEACTIVATED but not deleted because they are still required to decrypt old database backups created before the migration. Deleting them would render historical data inaccessible, whereas deactivation enforces the new ML-KEM-only policy for future operations while preserving legacy access.",learn,comprehension,ops;architect,intermediate,Global,General,,,,,KEM,,,/algorithms?highlight=KEM;/learn/database-encryption-pqc,algorithm:KEM IN algorithms_csv,RAG Summary: TDE Migration Steps
