question_id,module_id,module_title,question,answer,content_type,difficulty,applicable_roles,applicable_levels,applicable_regions,applicable_industries,library_refs,threat_refs,timeline_refs,leader_refs,algorithm_refs,migrate_refs,compliance_refs,deep_links,consistency_assertions,source_citations
digital-assets-learn-001,digital-assets,Digital Assets,Which elliptic curve and signature algorithm does Bitcoin primarily use for its cryptographic operations?,Bitcoin utilizes the secp256k1 elliptic curve combined with the ECDSA (Elliptic Curve Digital Signature Algorithm) for key generation and transaction signing. This combination is fundamental to the security model of the Bitcoin network as described in the module.,learn,recall,developer;architect;curious,beginner;intermediate,Global,General,,,,,Signature;secp256k1,,,/algorithms?highlight=Signature;/algorithms?highlight=secp256k1;/learn/digital-assets,algorithm:Signature IN algorithms_csv|algorithm:secp256k1 IN algorithms_csv,RAG Summary: Key Concepts - Elliptic curve cryptography
digital-assets-learn-002,digital-assets,Digital Assets,What specific hash functions are used in the Bitcoin address derivation pipeline?,The Bitcoin address derivation process applies SHA-256 followed by RIPEMD-160 to the public key before applying Base58Check encoding. This two-step hashing reduces the public key size and adds a layer of obfuscation to the final address.,learn,recall,developer;architect,intermediate,Global,General,,,,,,,,/learn/digital-assets,,RAG Summary: Key Concepts - Address derivation pipelines
digital-assets-learn-003,digital-assets,Digital Assets,Which standard defines the mnemonic seed phrases used in Hierarchical Deterministic (HD) wallets?,BIP-39 is the standard that defines how to convert entropy into a human-readable 24-word mnemonic phrase for HD wallets. This mnemonic serves as the master seed from which all subsequent keys are derived.,learn,recall,developer;ops;curious,beginner;intermediate,Global,General,BIP-39,,,,,,,/library?ref=BIP-39;/learn/digital-assets,library_ref:BIP-39 EXISTS,RAG Summary: Key Concepts - Hierarchical Deterministic (HD) wallets
digital-assets-learn-004,digital-assets,Digital Assets,What is the primary difference between ECDSA and EdDSA regarding nonce generation?,"ECDSA relies on random nonces for signature generation, meaning that reusing a nonce can leak the private key. In contrast, EdDSA uses deterministic nonces derived from the message and private key, which eliminates the vulnerability associated with nonce reuse.",learn,recall,developer;architect;researcher,intermediate,Global,General,,,,,,,,/learn/digital-assets,,RAG Summary: Key Concepts - Elliptic curve cryptography
digital-assets-learn-005,digital-assets,Digital Assets,Which NIST standards are mentioned as potential Post-Quantum Cryptography (PQC) replacements for blockchain signatures?,The module identifies FIPS 204 (ML-DSA) and FIPS 203 (ML-KEM) as the relevant NIST standards for post-quantum digital signatures and key exchange schemes. These standards represent the transition path for replacing classical elliptic curve algorithms vulnerable to quantum attacks.,learn,recall,architect;researcher;executive,intermediate;advanced,Global,General,FIPS 203;FIPS 204,,,,KEM,,NIST,/library?ref=FIPS%20203;/library?ref=FIPS%20204;/algorithms?highlight=KEM;/learn/digital-assets,library_ref:FIPS 203 EXISTS|library_ref:FIPS 204 EXISTS|algorithm:KEM IN algorithms_csv|compliance_ref:NIST EXISTS,RAG Summary: Related Standards
digital-assets-learn-006,digital-assets,Digital Assets,How does Ethereum address derivation differ from Bitcoin's in terms of hashing and encoding?,"Ethereum derives addresses by applying the Keccak-256 hash function to the public key and taking the last 20 bytes, followed by EIP-55 checksumming. Unlike Bitcoin, it does not use RIPEMD-160 or Base58Check encoding.",learn,recall,developer;architect,intermediate,Global,General,EIP-55,,,,,,,/library?ref=EIP-55;/learn/digital-assets,library_ref:EIP-55 EXISTS,RAG Summary: Key Concepts - Address derivation pipelines
digital-assets-learn-007,digital-assets,Digital Assets,Why does Solana require all-hardened segments in its HD wallet derivation path?,"Solana uses the Ed25519 curve, which does not support non-hardened (public) key derivation. Consequently, SLIP-0010 mandates that all segments in the derivation tree be hardened to ensure security and compatibility with the algorithm.",learn,comprehension,developer;architect,intermediate;advanced,Global,General,SLIP-0010,,,,Ed25519,Solana,,/library?ref=SLIP-0010;/algorithms?highlight=Ed25519;/migrate?q=Solana;/learn/digital-assets,library_ref:SLIP-0010 EXISTS|algorithm:Ed25519 IN algorithms_csv|migrate_ref:Solana EXISTS,RAG Summary: Key Concepts - Hierarchical Deterministic (HD) wallets
digital-assets-learn-008,digital-assets,Digital Assets,"What is the specific vulnerability associated with nonce reuse in ECDSA, and how does it impact private key security?","In ECDSA, if the same random nonce is used to sign two different messages, an attacker can mathematically solve for the private key. This catastrophic failure mode highlights why deterministic nonces or secure random number generators are critical for ECDSA implementations.",learn,comprehension,developer;security;architect,intermediate;advanced,Global,General,,,,,,,,/learn/digital-assets,,RAG Summary: Key Concepts - Elliptic curve cryptography
digital-assets-learn-009,digital-assets,Digital Assets,How does the inclusion of the recovery parameter (v) in Ethereum ECDSA signatures facilitate public key recovery?,"Ethereum's implementation of ECDSA includes a recovery parameter (v) as defined in EIP-155, which allows the signer's public key to be mathematically recovered from the signature and the message alone. This feature is essential for deriving addresses directly from signed transactions without transmitting the public key separately.",learn,comprehension,developer;architect,intermediate;advanced,Global,General,EIP-155,,,,,,,/library?ref=EIP-155;/learn/digital-assets,library_ref:EIP-155 EXISTS,RAG Summary: Key Concepts - Digital signatures
digital-assets-learn-010,digital-assets,Digital Assets,Why are hash functions like SHA-256 and Keccak-256 considered more resistant to quantum threats than elliptic curve algorithms?,"While Shor's algorithm can efficiently break elliptic curve cryptography, hash functions remain relatively secure against Grover's algorithm, which only provides a quadratic speedup. This means that doubling the output size of a hash function can effectively restore its security level against quantum attacks.",learn,comprehension,researcher;architect;executive,intermediate;advanced,Global,General,,,,,,,,/learn/digital-assets,,RAG Summary: Key Concepts - Quantum threats
digital-assets-learn-011,digital-assets,Digital Assets,What is the structural difference between an ECDSA signature and an EdDSA signature?,"An ECDSA signature consists of two components, (r, s), whereas an EdDSA signature is composed of (R, s). The 'R' component in EdDSA represents a point on the curve derived deterministically, distinguishing it from the random 'r' value in ECDSA.",learn,comprehension,developer;researcher,intermediate,Global,General,,,,,,,,/learn/digital-assets,,RAG Summary: Key Concepts - Digital signatures
digital-assets-learn-012,digital-assets,Digital Assets,How does the BIP-44 standard organize derivation paths for different cryptocurrencies?,"BIP-44 standardizes a multi-account hierarchy where specific coin types are assigned unique indices in the derivation path, such as m/44'/0' for Bitcoin and m/44'/60' for Ethereum. This structure allows a single mnemonic seed to generate distinct, organized key chains for multiple assets.",learn,comprehension,developer;ops;architect,intermediate,Global,General,BIP-44,,,,,,,/library?ref=BIP-44;/learn/digital-assets,library_ref:BIP-44 EXISTS,RAG Summary: Key Concepts - Hierarchical Deterministic (HD) wallets
digital-assets-workshop-013,digital-assets,Digital Assets,"If a developer generates a Bitcoin key pair using OpenSSL, what steps must they follow to derive a valid P2PKH address?","The developer must first hash the public key with SHA-256, then hash the result with RIPEMD-160. Finally, they must apply Base58Check encoding to the resulting 20-byte hash to produce the final Bitcoin address.",workshop,application,developer;ops,intermediate,Global,General,,,,,,OpenSSL,,/migrate?q=OpenSSL;/learn/digital-assets,migrate_ref:OpenSSL EXISTS,RAG Summary: Workshop Activities - Bitcoin Flow
digital-assets-workshop-014,digital-assets,Digital Assets,"In the context of the Ethereum workshop flow, how is a transaction signed and verified?","The workflow involves generating secp256k1 keys, deriving an address via Keccak-256 with EIP-55 checksumming, and then creating a transaction that includes a recovery parameter. The signature is generated using ECDSA and verified to ensure the sender's identity without needing the public key explicitly.",workshop,application,developer;architect,intermediate,Global,General,EIP-55,,,,secp256k1,,,/library?ref=EIP-55;/algorithms?highlight=secp256k1;/learn/digital-assets,library_ref:EIP-55 EXISTS|algorithm:secp256k1 IN algorithms_csv,RAG Summary: Workshop Activities - Ethereum Flow
digital-assets-workshop-015,digital-assets,Digital Assets,How would you construct a Solana address from an Ed25519 public key in the workshop environment?,"To construct a Solana address, one must take the 32-byte Ed25519 public key and directly apply Base58 encoding to it. Unlike Bitcoin or Ethereum, no intermediate hashing steps like SHA-256 or Keccak-256 are performed on the public key before encoding.",workshop,application,developer;ops,intermediate,Global,General,,,,,Ed25519,Solana,,/algorithms?highlight=Ed25519;/migrate?q=Solana;/learn/digital-assets,algorithm:Ed25519 IN algorithms_csv|migrate_ref:Solana EXISTS,RAG Summary: Workshop Activities - Solana Flow
