question_id,module_id,module_title,question,answer,content_type,difficulty,applicable_roles,applicable_levels,applicable_regions,applicable_industries,library_refs,threat_refs,timeline_refs,leader_refs,algorithm_refs,migrate_refs,compliance_refs,deep_links,consistency_assertions,source_citations
aerospace-pqc-learn-001,aerospace-pqc,Aerospace PQC,What is the maximum data word size limit for the ARINC 429 avionics protocol?,"The ARINC 429 protocol has a strict 20-byte data word limit. This legacy standard, operating at 12.5 Kbps since the 1960s, makes PQC signatures physically impossible to transmit on-wire due to their larger size requirements.",learn,recall,developer;architect,intermediate;advanced,Global,Aerospace,,,,,,,,/learn/aerospace-pqc,,Module Summary: Avionics protocols and crypto constraints
aerospace-pqc-learn-002,aerospace-pqc,Aerospace PQC,Which certification standard governs the airworthiness security process for aerospace systems?,"DO-326A is the standard that governs the airworthiness security process. It works in conjunction with EUROCAE ED-202A, which covers airworthiness security methods and considerations for aircraft design.",learn,recall,architect;executive,intermediate;advanced,Global,Aerospace,,,,,,,DO-326A,/learn/aerospace-pqc,compliance_ref:DO-326A EXISTS,Module Summary: Certification and airworthiness
aerospace-pqc-learn-003,aerospace-pqc,Aerospace PQC,What is the typical clock speed range for space-qualified rad-hard processors like the GR712RC LEON3FT?,"Space-qualified rad-hard processors, such as the GR712RC LEON3FT and RAD750, typically operate at clock speeds between 50 MHz and 200 MHz. These limited speeds necessitate careful profiling for software-based ML-DSA verification.",learn,recall,developer;researcher,advanced,Global,Aerospace,,,,,,,,/learn/aerospace-pqc,,Module Summary: Radiation-hardened processor constraints
aerospace-pqc-learn-004,aerospace-pqc,Aerospace PQC,What is the approximate signature size of the FALCON-512 (FN-DSA-512) algorithm?,"The FALCON-512 algorithm, also referred to as FN-DSA-512, produces a signature size of approximately 690 bytes. This makes it suitable for ultra-constrained processors where the larger ML-DSA-44 signature is too large.",learn,recall,developer;architect,advanced,Global,Aerospace,,,,,FN-DSA-512;ML-DSA-44,,,/algorithms?highlight=FN-DSA-512;/algorithms?highlight=ML-DSA-44;/learn/aerospace-pqc,algorithm:FN-DSA-512 IN algorithms_csv|algorithm:ML-DSA-44 IN algorithms_csv,Module Summary: Algorithm recommendations by constraint tier
aerospace-pqc-learn-005,aerospace-pqc,Aerospace PQC,Which regulations govern military avionics cryptography versus dual-use technology?,"ITAR (International Traffic in Arms Regulations) governs military avionics cryptography, while EAR (Export Administration Regulations) governs dual-use technologies. Standard encryption may fall under ECCN 5E002 or qualify as EAR99.",learn,recall,executive;architect,intermediate;advanced,USA,Aerospace,,,International,,,,,/timeline?country=International;/learn/aerospace-pqc,,Module Summary: Export control
aerospace-pqc-learn-006,aerospace-pqc,Aerospace PQC,What is the one-way latency for Low Earth Orbit (LEO) satellite links?,"Low Earth Orbit (LEO) satellites, operating at altitudes of 500–2000 km, have an approximate one-way latency of 20 milliseconds. These orbits also feature frequent handoffs that complicate key freshness.",learn,recall,architect;ops,intermediate;advanced,Global,Aerospace,,,,,,,,/learn/aerospace-pqc,,Module Summary: Satellite orbit types and link budget impact
aerospace-pqc-learn-007,aerospace-pqc,Aerospace PQC,What is the bandwidth of the ACARS protocol used in aviation?,"The ACARS protocol operates over VHF with a very limited bandwidth of 2400 bps. Due to this constraint, performing a PQC handshake on ACARS links is considered infeasible.",learn,recall,developer;architect,intermediate;advanced,Global,Aerospace,,,,,,,,/learn/aerospace-pqc,,Module Summary: Avionics protocols and crypto constraints
aerospace-pqc-learn-008,aerospace-pqc,Aerospace PQC,Why is the ARINC 429 protocol considered incompatible with PQC signatures?,"ARINC 429 is incompatible with PQC signatures because it has a strict 20-byte data word limit. PQC signatures, such as those from ML-DSA, are significantly larger than this limit, making them physically impossible to transmit on the wire.",learn,comprehension,architect;developer,intermediate;advanced,Global,Aerospace,,,,,,,,/learn/aerospace-pqc,,Module Summary: Avionics protocols and crypto constraints
aerospace-pqc-learn-009,aerospace-pqc,Aerospace PQC,How does the latency of GEO satellites impact interactive key exchange protocols?,"Geostationary Orbit (GEO) satellites have a round-trip latency of approximately 500 ms due to their altitude of 35,786 km. This significant delay negatively impacts interactive key exchange protocols that rely on rapid handshakes.",learn,comprehension,architect;ops,intermediate;advanced,Global,Aerospace,,,,,,,,/learn/aerospace-pqc,,Module Summary: Satellite orbit types and link budget impact
aerospace-pqc-learn-010,aerospace-pqc,Aerospace PQC,"What is the primary risk associated with HNDL (Harvest Now, Decrypt Later) for satellite telemetry?",The primary HNDL risk is that telemetry and command links encrypted today with classical algorithms like RSA or ECDSA can be recorded and decrypted in the future by quantum computers. This is critical because spoofed commands could cause total mission loss.,learn,comprehension,architect;security,advanced,Global,Aerospace,,,,,,,,/learn/aerospace-pqc,,Module Summary: HNDL risk for satellite telemetry
aerospace-pqc-learn-011,aerospace-pqc,Aerospace PQC,Why is the timeline for fleet-wide PQC migration in aerospace estimated to span over 20 years?,"The migration timeline spans over 20 years because aircraft have multi-decade service lives and fleets are heterogeneous. Legacy aircraft with ARINC 429 buses must coexist with modern AFDX platforms, requiring complex ground-to-air upgrade paths.",learn,comprehension,executive;architect,advanced,Global,Aerospace,,,,,,,,/learn/aerospace-pqc,,Module Summary: Fleet interoperability and mixed-generation aircraft
aerospace-pqc-learn-012,aerospace-pqc,Aerospace PQC,How do radiation-hardened processor constraints affect the choice of PQC algorithms?,"Rad-hard processors have limited crypto acceleration and low clock speeds (50–200 MHz), making software-based ML-DSA verification difficult. Consequently, dedicated crypto coprocessors or smaller signature algorithms like FALCON-512 are often required.",learn,comprehension,developer;architect,advanced,Global,Aerospace,,,,,,,,/learn/aerospace-pqc,,Module Summary: Radiation-hardened processor constraints
aerospace-pqc-learn-013,aerospace-pqc,Aerospace PQC,What is the relationship between DO-178C Design Assurance Levels and PQC integration costs?,"Any cryptographic algorithm change touching safety-critical software requires full re-certification under DO-178C. For DAL A (flight-critical) systems, this process can take 3–7 years and cost tens of millions of dollars per aircraft type.",learn,comprehension,executive;architect,advanced,Global,Aerospace,,,,,,,,/learn/aerospace-pqc,,Module Summary: Certification and airworthiness
aerospace-pqc-learn-014,aerospace-pqc,Aerospace PQC,Why are hybrid TLS sessions required at ACARS/VDL ground stations?,"Hybrid TLS sessions are required because the fleet is mixed, containing both legacy aircraft with ARINC 429 buses and modern AFDX-equipped platforms. Ground stations must support interoperability across these heterogeneous communication capabilities.",learn,comprehension,architect;ops,advanced,Global,Aerospace,,,,,,,,/learn/aerospace-pqc,,Module Summary: Fleet interoperability and mixed-generation aircraft
aerospace-pqc-learn-015,aerospace-pqc,Aerospace PQC,How does the export classification of ML-DSA differ from standard encryption algorithms?,"While standard encryption may qualify as EAR99 or fall under ECCN 5E002, the export classification for ML-DSA was pending formal ruling by BIS as of early 2026. This uncertainty complicates international aircraft programs subject to Wassenaar Arrangement controls.",learn,comprehension,executive;architect,advanced,USA;Global,Aerospace,,,,,,,,/learn/aerospace-pqc,,Module Summary: Export control
