question_id,module_id,module_title,question,answer,content_type,difficulty,applicable_roles,applicable_levels,applicable_regions,applicable_industries,library_refs,threat_refs,timeline_refs,leader_refs,algorithm_refs,migrate_refs,compliance_refs,deep_links,consistency_assertions,source_citations
code-signing-learn-001,code-signing,Code Signing,Which specific NIST FIPS standard defines the ML-DSA algorithm used for post-quantum code signing?,The ML-DSA algorithm is defined in FIPS 204. This standard approves ML-DSA for protecting sensitive unclassified information in federal systems and serves as the basis for post-quantum digital signatures.,learn,recall,developer;architect;researcher,beginner;intermediate,Global,General,FIPS 204,,,,,,NIST,/library?ref=FIPS%20204;/learn/code-signing,library_ref:FIPS 204 EXISTS|compliance_ref:NIST EXISTS,RAG Summary: Related Standards; Authoritative Source Context: FIPS 204
code-signing-learn-002,code-signing,Code Signing,What is the signature size in bytes for the ML-DSA-44 algorithm variant?,"The ML-DSA-44 algorithm produces a signature size of 2,420 bytes. This is significantly larger than classical algorithms like ECDSA P-256 but provides quantum-safe security.",learn,recall,developer;architect,intermediate,Global,General,,,,,ECDSA P-256;ML-DSA-44,,,/algorithms?highlight=ECDSA%20P-256;/algorithms?highlight=ML-DSA-44;/learn/code-signing,algorithm:ECDSA P-256 IN algorithms_csv|algorithm:ML-DSA-44 IN algorithms_csv,RAG Summary: Classical vs PQC code signing algorithms
code-signing-learn-003,code-signing,Code Signing,Which supply chain attack in 2021 involved an unsigned CI script that was modified to exfiltrate environment variables?,The Codecov attack in 2021 involved an unsigned CI script that was modified to exfiltrate environment variables. This incident highlighted the risks of relying on unsigned scripts in continuous integration pipelines.,learn,recall,ops;developer;security,intermediate,Global,Software Development,,,,,,,,/learn/code-signing,,RAG Summary: Supply chain attacks
code-signing-learn-004,code-signing,Code Signing,What is the specific OID for the Extended Key Usage (EKU) in an end-entity Code Signing Certificate?,The Extended Key Usage (EKU) OID for an end-entity Code Signing Certificate is 1.3.6.1.5.5.7.3.3. This identifier ensures that the certificate is strictly used for code signing purposes within the PKI chain.,learn,recall,architect;developer,intermediate,Global,General,,,,,,,,/learn/code-signing,,RAG Summary: Code signing certificate chains
code-signing-learn-005,code-signing,Code Signing,Which RFC standard governs the Internet X.509 PKI Time-Stamp Protocol required for PQC timestamping?,"RFC 3161 governs the Internet X.509 PKI Time-Stamp Protocol. For post-quantum security, this protocol requires the use of PQC-capable Time Stamping Authorities (TSAs) to ensure signature validity over time.",learn,recall,architect;ops,intermediate,Global,General,,,,,,,,/learn/code-signing,,RAG Summary: Code signing certificate chains; Related Standards
code-signing-learn-006,code-signing,Code Signing,What are the two primary algorithms mandated by CNSA 2.0 for firmware and software signing in National Security Systems?,CNSA 2.0 mandates the use of LMS/HSS or XMSS for firmware and software signing in National Security Systems. These stateful hash-based signature schemes are required to ensure quantum resistance for long-lived assets.,learn,recall,architect;executive;researcher,intermediate;advanced,USA,Government;Defense,,,,,,,,/learn/code-signing,,RAG Summary: CNSA 2.0 mandate; Authoritative Source Context: RFC 9802
code-signing-learn-007,code-signing,Code Signing,How does the quantum threat transform the risk profile of supply chain attacks compared to classical threats?,"Quantum computers transform supply chain risk from key theft to key forgery via Shor's algorithm. An adversary could derive any publisher's private key directly from their public certificate, enabling signature forgery without needing to steal keys.",learn,comprehension,executive;architect;researcher,intermediate,Global,General,,,,,,,,/learn/code-signing,,RAG Summary: Quantum amplifier for supply chains
code-signing-learn-008,code-signing,Code Signing,Why are the significantly larger signature sizes of PQC algorithms considered acceptable for code signing?,"PQC signatures are 38-123 times larger than classical counterparts, but this tradeoff is acceptable because software binaries only need to be verified once during installation. The overhead does not impact runtime performance or frequent verification scenarios.",learn,comprehension,architect;developer,intermediate,Global,Software Development,,,,,,,,/learn/code-signing,,RAG Summary: Classical vs PQC code signing algorithms
code-signing-learn-009,code-signing,Code Signing,"What is the primary advantage of using hybrid signing (e.g., ML-DSA-87+Ed448) in package managers like RPM?",Hybrid signing provides backward compatibility by combining a post-quantum algorithm with a classical one. This ensures that systems not yet upgraded to PQC verification can still validate the signature using the classical component.,learn,comprehension,ops;architect,intermediate,Global,Software Development,,,,,Ed448;ML-DSA-87,,,/algorithms?highlight=Ed448;/algorithms?highlight=ML-DSA-87;/learn/code-signing,algorithm:Ed448 IN algorithms_csv|algorithm:ML-DSA-87 IN algorithms_csv,RAG Summary: Package manager signing
code-signing-learn-010,code-signing,Code Signing,How does the Sigstore keyless signing model eliminate the need for long-term private key management?,"Sigstore uses identity-based trust via GitHub or Google authentication to issue short-lived certificates from the Fulcio CA. This approach ties signatures to developer identities rather than static keys, removing the burden of managing long-term private keys.",learn,comprehension,developer;ops;architect,intermediate,Global,Software Development,,,,,,,,/learn/code-signing,,RAG Summary: Sigstore keyless signing
