ref_id,source_name,category,source_type,pillar,maturity_level,asset_class,requirement,evidence_quote,evidence_location,source_url,confidence,extraction_model,extraction_date
NIST CSWP 39,Considerations for Achieving Cryptographic Agility,Standardization Bodies,Compliance/Guidance,inventory,2,all,"Identify cryptographic algorithms and cipher suites in use across protocols, applications, and infrastructure to enable transitions.","Security protocols include a mechanism to identify the algorithm or cipher suite in use. An algorithm identifier might be explicitly carried in the protocol, a management mechanism can be used to identify the algorithm, or the algorithm might be implied by the protocol version number.",Section 3.1,https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.39.pdf,medium,qwen3.5:27b,2026-04-24
NIST CSWP 39,Considerations for Achieving Cryptographic Agility,Standardization Bodies,Compliance/Guidance,governance,2,all,Establish local policies to select algorithms and limit allowable combinations during session establishment.,Local policy can limit the allowable combinations. ... Local policy may select an algorithm other than the mandatory-to-implement one.,Section 3.1,https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.39.pdf,medium,qwen3.5:27b,2026-04-24
NIST CSWP 39,Considerations for Achieving Cryptographic Agility,Standardization Bodies,Compliance/Guidance,governance,2,all,Develop a strategic plan to manage cryptographic risks and integrate crypto agility into the organization's risk management framework.,Executives can leverage the insights in this paper to develop a comprehensive strategic and tactical plan that integrates crypto agility into the organization’s overall risk management framework...,Executive Summary,https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.39.pdf,medium,qwen3.5:27b,2026-04-24
NIST CSWP 39,Considerations for Achieving Cryptographic Agility,Standardization Bodies,Compliance/Guidance,lifecycle,2,certificates,Utilize certificate expiration and revocation mechanisms to enforce the transition away from vulnerable algorithms.,"A cryptographic key is associated with a particular algorithm, which means that key expiration and revocation are important tools for cryptographic algorithm transition.",Section 3.2,https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.39.pdf,medium,qwen3.5:27b,2026-04-24
NIST CSWP 39,Considerations for Achieving Cryptographic Agility,Standardization Bodies,Compliance/Guidance,lifecycle,2,all,Configure systems to prohibit the use of specific vulnerable algorithms to force transitions.,"Additionally, administrators can change a configuration setting to prohibit the use of a particular algorithm as a means of forcing algorithm transition.",Section 3.2,https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.39.pdf,medium,qwen3.5:27b,2026-04-24
NIST CSWP 39,Considerations for Achieving Cryptographic Agility,Standardization Bodies,Compliance/Guidance,observability,2,all,Implement mechanisms to determine when deployed implementations have shifted from old algorithms to new ones.,Implementations should also provide a way to determine when deployed implementations have shifted from the old algorithms to more desirable ones.,Section 3,https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.39.pdf,medium,qwen3.5:27b,2026-04-24
NIST CSWP 39,Considerations for Achieving Cryptographic Agility,Standardization Bodies,Compliance/Guidance,observability,2,all,Monitor cryptographic research results to discover new attacks and assess impacts on existing protocols.,"Monitoring cryptographic research results provides a way to discover new attacks, assess impacts to existing security protocols, and foresee needed changes.",Section 3.2.2,https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.39.pdf,medium,qwen3.5:27b,2026-04-24
NIST CSWP 39,Considerations for Achieving Cryptographic Agility,Standardization Bodies,Compliance/Guidance,assurance,2,all,Ensure algorithm negotiation mechanisms include integrity protection to prevent downgrade attacks.,"The mechanism that a security protocol uses to perform cryptographic algorithm negotiation should include integrity protection. If the integrity of algorithm selection during negotiation is not protected, the protocol will be subject to a downgrade attack...",Section 3.2.3,https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.39.pdf,medium,qwen3.5:27b,2026-04-24
HKMA-FINTECH-BLUEPRINT-2026,HKMA Fintech Promotion Blueprint (Fintech 2030) — Feb 2026,Compliance Frameworks,Industry Guideline,governance,2,all,Establish a governance framework for DLT adoption including asset classification and network architecture standards.,"Overcoming these barriers requires industry‑wide coordination... establishing clear standards for asset classification, governance framework, and preferred DLT network architectures.",Section 3.2 Distributed Ledger Technology,https://www.hkma.gov.hk/media/eng/doc/key-information/press-release/2026/20260203e3a1.pdf,medium,qwen3.5:27b,2026-04-24
HKMA-FINTECH-BLUEPRINT-2026,HKMA Fintech Promotion Blueprint (Fintech 2030) — Feb 2026,Compliance Frameworks,Industry Guideline,governance,2,all,Develop a cybersecurity baseline to govern due diligence processes for fintech technology service providers.,Developing a cybersecurity baseline for fintech services can help banks streamline their due diligence processes for technology service providers.,Section 4.2 Cyber Resilience,https://www.hkma.gov.hk/media/eng/doc/key-information/press-release/2026/20260203e3a1.pdf,medium,qwen3.5:27b,2026-04-24
HKMA-FINTECH-BLUEPRINT-2026,HKMA Fintech Promotion Blueprint (Fintech 2030) — Feb 2026,Compliance Frameworks,Industry Guideline,governance,2,all,"Implement robust governance mechanisms to manage third-party risks associated with A.I., DLT, and HPC implementations.",Insecure third-party services and weak governance mechanisms can further amplify these risks... promotional priorities will focus on advancing robust governance...,Section 4.2 Cyber Resilience,https://www.hkma.gov.hk/media/eng/doc/key-information/press-release/2026/20260203e3a1.pdf,medium,qwen3.5:27b,2026-04-24
HKMA-FINTECH-BLUEPRINT-2026,HKMA Fintech Promotion Blueprint (Fintech 2030) — Feb 2026,Compliance Frameworks,Industry Guideline,assurance,2,all,Conduct a baseline assessment of strategic awareness and operational readiness for post-quantum cryptography adoption.,"The initiative will begin with a baseline Quantum Preparedness Assessment, which will measure strategic awareness and operational readiness...",Section 6.2 Technological Advancement (Quantum Preparedness Index),https://www.hkma.gov.hk/media/eng/doc/key-information/press-release/2026/20260203e3a1.pdf,high,qwen3.5:27b,2026-04-24
ETSI TR 103 619,Migration Strategies and Recommendations for Quantum-Safe Schemes,Standardization Bodies,Guidance,inventory,2,all,Identify the set of cryptographic assets and processes in the system to compile a comprehensive inventory before planning migration.,Thus the first stage of migration is to identify the set of cryptographic assets and processes in the system (the inventory).,Section 5.2,https://www.etsi.org/deliver/etsi_tr/103600_103699/103619/01.01.01_60/tr_103619v010101p.pdf,medium,qwen3.5:27b,2026-04-24
ETSI TR 103 619,Migration Strategies and Recommendations for Quantum-Safe Schemes,Standardization Bodies,Guidance,inventory,2,all,Clearly indicate dependencies and the liable party for assets not under organizational control but required for migration.,"If assets identified in the inventory are not in the control of the organization... the dependency, including the party liable to assure migration of the asset, should be clearly indicated in the inventory.",Section 5.2,https://www.etsi.org/deliver/etsi_tr/103600_103699/103619/01.01.01_60/tr_103619v010101p.pdf,medium,qwen3.5:27b,2026-04-24
ETSI TR 103 619,Migration Strategies and Recommendations for Quantum-Safe Schemes,Standardization Bodies,Guidance,inventory,2,all,Include identification of the root of trust for assets relying on specific trust or credential management frameworks.,"For such entities that rely on specific roots of trust, the inventory should include identification of the root of trust of the asset.",Section 5.2,https://www.etsi.org/deliver/etsi_tr/103600_103699/103619/01.01.01_60/tr_103619v010101p.pdf,medium,qwen3.5:27b,2026-04-24
ETSI TR 103 619,Migration Strategies and Recommendations for Quantum-Safe Schemes,Standardization Bodies,Guidance,inventory,2,keys,Assess the ability of devices to generate and store key pairs for the Quantum Safe Cryptography solution.,As part of the inventory... there should be an assessment of the ability of devices (acting on behalf of the principal) to generate and store a key pair for the Quantum Safe Cryptography solution,Section 5.2,https://www.etsi.org/deliver/etsi_tr/103600_103699/103619/01.01.01_60/tr_103619v010101p.pdf,medium,qwen3.5:27b,2026-04-24
ETSI TR 103 619,Migration Strategies and Recommendations for Quantum-Safe Schemes,Standardization Bodies,Guidance,governance,2,all,Appoint a single manager with responsibility for compiling the inventory who reports to the migration planning manager.,Appointment of a migration inventory manager: A single manager should be appointed with responsibility for compiling the inventory. The migration inventory manager should report to the migration planning manager.,Section 5.3,https://www.etsi.org/deliver/etsi_tr/103600_103699/103619/01.01.01_60/tr_103619v010101p.pdf,medium,qwen3.5:27b,2026-04-24
ETSI TR 103 619,Migration Strategies and Recommendations for Quantum-Safe Schemes,Standardization Bodies,Guidance,governance,4,all,Integrate migration roles into the existing organization to ensure it is recognized as a board-level strategic activity.,The roles for migration identified here... should be integrated to the existing organization such that it is clear the migration is a board level activity (i.e. senior strategic management).,Section 5.3,https://www.etsi.org/deliver/etsi_tr/103600_103699/103619/01.01.01_60/tr_103619v010101p.pdf,medium,qwen3.5:27b,2026-04-24
ETSI TR 103 619,Migration Strategies and Recommendations for Quantum-Safe Schemes,Standardization Bodies,Guidance,governance,2,all,Allocate budget for inventory compilation acknowledging potential significant financial and organizational costs.,"Allocation of budget for inventory compilation: The compilation of the inventory can incur significant cost (financial, temporal, organizational and for technical provisions) if no equivalent inventory already exists.",Section 5.3,https://www.etsi.org/deliver/etsi_tr/103600_103699/103619/01.01.01_60/tr_103619v010101p.pdf,medium,qwen3.5:27b,2026-04-24
